"券商","買進","賣出","買賣超","佔成交比重","日期"
"華南永昌-南京","0","73","73","15.11%","2018-3-20"
"台新","2","26","24","4.97%","2018-3-20"
"第一金-忠孝","0","20","20","4.14%","2018-3-20"
"元富-緯城","0","20","20","4.14%","2018-3-20"
"永豐金-中和","0","12","12","2.48%","2018-3-20"
"國泰-忠孝","0","11","11","2.28%","2018-3-20"
"元大-新莊","0","10","10","2.07%","2018-3-20"
"元大-蘆洲","0","10","10","2.07%","2018-3-20"
"高橋-內壢","0","10","10","2.07%","2018-3-20"
"華南永昌-台中","0","10","10","2.07%","2018-3-20"
"高橋-中壢","0","10","10","2.07%","2018-3-20"
"永豐金-內湖","0","10","10","2.07%","2018-3-20"
"兆豐-中壢","0","8","8","1.66%","2018-3-20"
"元大-天母","0","8","8","1.66%","2018-3-20"
"大慶-蘆洲","0","8","8","1.66%","2018-3-20"
"華南永昌-南京","0","73","73","15.11%","2018-3-21"
"永豐金-中盛","2","26","24","4.97%","2018-3-21"
"永豐金-中正","0","20","20","4.14%","2018-3-21"
"元大-基隆孝二","0","20","20","4.14%","2018-3-21"
"富邦-南屯","0","12","12","2.48%","2018-3-21"
"兆豐-西螺","0","11","11","2.28%","2018-3-21"
"永豐金-南京","0","10","10","2.07%","2018-3-21"
"日盛-景美","0","10","10","2.07%","2018-3-21"
"中國信託","0","10","10","2.07%","2018-3-21"
"第一金-大稻埕","0","10","10","2.07%","2018-3-21"
"兆豐-永和","0","10","10","2.07%","2018-3-21"
"日盛-龍潭","0","10","10","2.07%","2018-3-21"
"元大-鳳山","0","8","8","1.66%","2018-3-21"
"元大-北三重","0","8","8","1.66%","2018-3-21"
"凱基-站前","0","8","8","1.66%","2018-3-21"
"永豐金-南京","0","73","73","15.11%","2018-3-22"
"日盛-內湖","2","26","24","4.97%","2018-3-22"
"凱基-桃園","0","20","20","4.14%","2018-3-22"
"新光","0","20","20","4.14%","2018-3-22"
"元大-板橋","0","12","12","2.48%","2018-3-22"
"元大-旗山","0","11","11","2.28%","2018-3-22"
"永豐金-嘉義","0","10","10","2.07%","2018-3-22"
"華南永昌-中正","0","10","10","2.07%","2018-3-22"
"統一-新竹","0","10","10","2.07%","2018-3-22"
"富邦-新店","0","10","10","2.07%","2018-3-22"
"永豐金-新竹","0","10","10","2.07%","2018-3-22"
"華南永昌-台南","0","10","10","2.07%","2018-3-22"
"富邦-宜蘭","0","8","8","1.66%","2018-3-22"
"群益金鼎-彰化","0","8","8","1.66%","2018-3-22"
"富邦-南屯","0","8","8","1.66%","2018-3-22"
"華南永昌-斗六","0","73","73","15.11%","2018-3-23"
"元大-基隆孝二","2","26","24","4.97%","2018-3-23"
"富邦-高雄","0","20","20","4.14%","2018-3-23"
"兆豐-景美","0","20","20","4.14%","2018-3-23"
"國泰","0","12","12","2.48%","2018-3-23"
"台新","0","11","11","2.28%","2018-3-23"
"玉山-新莊","0","10","10","2.07%","2018-3-23"
"日盛-景美","0","10","10","2.07%","2018-3-23"
"元富-敦南","0","10","10","2.07%","2018-3-23"
"永豐金-內湖","0","10","10","2.07%","2018-3-23"
"元大-竹科","0","10","10","2.07%","2018-3-23"
"統一-汐止","0","10","10","2.07%","2018-3-23"
"玉山-板橋","0","8","8","1.66%","2018-3-23"
"國票-長城","0","8","8","1.66%","2018-3-23"
"永豐金-台中","0","8","8","1.66%","2018-3-23"
"華南永昌-南京","0","73","73","15.11%","2018-3-26"
"陽信","2","26","24","4.97%","2018-3-26"
"富邦-仁愛","0","20","20","4.14%","2018-3-26"
"統一-台中","0","20","20","4.14%","2018-3-26"
"永豐金-南京","0","12","12","2.48%","2018-3-26"
"國泰-高雄","0","11","11","2.28%","2018-3-26"
"大昌-安康","0","10","10","2.07%","2018-3-26"
"光隆","0","10","10","2.07%","2018-3-26"
"富邦-台南","0","10","10","2.07%","2018-3-26"
"富邦-花蓮","0","10","10","2.07%","2018-3-26"
"華南永昌-公誠","0","10","10","2.07%","2018-3-26"
"凱基-和平","0","10","10","2.07%","2018-3-26"
"華南永昌-台南","0","8","8","1.66%","2018-3-26"
"致和-府前","0","8","8","1.66%","2018-3-26"
"合庫-三重","0","8","8","1.66%","2018-3-26"
"元大","0","73","73","15.11%","2018-3-27"
"第一金-華江","2","26","24","4.97%","2018-3-27"
"永豐金-信義","0","20","20","4.14%","2018-3-27"
"永豐金-豐原","0","20","20","4.14%","2018-3-27"
"富邦-台中","0","12","12","2.48%","2018-3-27"
"華南永昌-高雄","0","11","11","2.28%","2018-3-27"
"港商德意志","0","10","10","2.07%","2018-3-27"
"美林","0","10","10","2.07%","2018-3-27"
"華南永昌-公誠","0","10","10","2.07%","2018-3-27"
"凱基-竹東","0","10","10","2.07%","2018-3-27"
"土銀-彰化","0","10","10","2.07%","2018-3-27"
"國泰-新莊","0","10","10","2.07%","2018-3-27"
"永豐金-忠孝","0","8","8","1.66%","2018-3-27"
"合庫- 台中","0","8","8","1.66%","2018-3-27"
"元大-台北","0","8","8","1.66%","2018-3-27"
"元大","0","73","73","15.11%","2018-3-28"
"台新","2","26","24","4.97%","2018-3-28"
"永豐金-竹科","0","20","20","4.14%","2018-3-28"
"日盛","0","20","20","4.14%","2018-3-28"
"永豐金-敦南","0","12","12","2.48%","2018-3-28"
"華南永昌-楠梓","0","11","11","2.28%","2018-3-28"
"華南永昌-公誠","0","10","10","2.07%","2018-3-28"
"富邦-彰化","0","10","10","2.07%","2018-3-28"
"元大-松江","0","10","10","2.07%","2018-3-28"
"元大-樹林","0","10","10","2.07%","2018-3-28"
"元大-內湖","0","10","10","2.07%","2018-3-28"
"土銀-新竹","0","10","10","2.07%","2018-3-28"
"元富-西松","0","8","8","1.66%","2018-3-28"
"凱基-台北","0","8","8","1.66%","2018-3-28"
"土銀-和平","0","8","8","1.66%","2018-3-28"
"元大","0","73","73","15.11%","2018-3-29"
"日盛-士林","2","26","24","4.97%","2018-3-29"
"日盛","0","20","20","4.14%","2018-3-29"
"華南永昌-南京","0","20","20","4.14%","2018-3-29"
"日盛-復興","0","12","12","2.48%","2018-3-29"
"富邦-竹東","0","11","11","2.28%","2018-3-29"
"華南永昌-公誠","0","10","10","2.07%","2018-3-29"
"元大-復北","0","10","10","2.07%","2018-3-29"
"富邦-宜蘭","0","10","10","2.07%","2018-3-29"
"玉山-新莊","0","10","10","2.07%","2018-3-29"
"福勝","0","10","10","2.07%","2018-3-29"
"玉山-大里","0","10","10","2.07%","2018-3-29"
"元富-西松","0","8","8","1.66%","2018-3-29"
"富邦-中壢","0","8","8","1.66%","2018-3-29"
"新光-台中","0","8","8","1.66%","2018-3-29"
"元富","0","73","73","15.11%","2018-3-30"
"新光","2","26","24","4.97%","2018-3-30"
"元大","0","20","20","4.14%","2018-3-30"
"華南永昌-長虹","0","20","20","4.14%","2018-3-30"
"統一-高雄","0","12","12","2.48%","2018-3-30"
"永豐金-潮州","0","11","11","2.28%","2018-3-30"
"凱基-三重","0","10","10","2.07%","2018-3-30"
"台中銀-豐原","0","10","10","2.07%","2018-3-30"
"元大-北屯","0","10","10","2.07%","2018-3-30"
"日盛-忠孝","0","10","10","2.07%","2018-3-30"
"日盛-復興","0","10","10","2.07%","2018-3-30"
"元富-永和","0","10","10","2.07%","2018-3-30"
"元大-東泰","0","8","8","1.66%","2018-3-30"
"合庫-三重","0","8","8","1.66%","2018-3-30"
"永豐金-屏東","0","8","8","1.66%","2018-3-30"
"永豐金-信義","0","73","73","15.11%","2018-3-31"
"港商野村","2","26","24","4.97%","2018-3-31"
"永豐金-潮州","0","20","20","4.14%","2018-3-31"
"華南永昌-長虹","0","20","20","4.14%","2018-3-31"
"華南永昌-南京","0","12","12","2.48%","2018-3-31"
"群益金鼎-延平","0","11","11","2.28%","2018-3-31"
"元富-新店","0","10","10","2.07%","2018-3-31"
"元富-緯城","0","10","10","2.07%","2018-3-31"
"台新","0","10","10","2.07%","2018-3-31"
"元大-東蘆","0","10","10","2.07%","2018-3-31"
"日盛-士林","0","10","10","2.07%","2018-3-31"
"臺銀-鳳山","0","10","10","2.07%","2018-3-31"
"(牛牛牛)亞-網路","0","8","8","1.66%","2018-3-31"
"兆豐-景美","0","8","8","1.66%","2018-3-31"
"元大-桃興","0","8","8","1.66%","2018-3-31"
"元大-南屯","0","73","73","15.11%","2018-4-2"
"新光","2","26","24","4.97%","2018-4-2"
"日盛-士林","0","20","20","4.14%","2018-4-2"
"群益金鼎-西松","0","20","20","4.14%","2018-4-2"
"日盛-復興","0","12","12","2.48%","2018-4-2"
"元富","0","11","11","2.28%","2018-4-2"
"日盛-大墩","0","10","10","2.07%","2018-4-2"
"統一","0","10","10","2.07%","2018-4-2"
"兆豐-彰化","0","10","10","2.07%","2018-4-2"
"富邦-敦南","0","10","10","2.07%","2018-4-2"
"新加坡商瑞銀","0","10","10","2.07%","2018-4-2"
"國票-敦北法人","0","10","10","2.07%","2018-4-2"
"臺銀-臺南","0","8","8","1.66%","2018-4-2"
"群益金鼎-彰化","0","8","8","1.66%","2018-4-2"
"日盛-雙和","0","8","8","1.66%","2018-4-2"
"國票-北投","0","73","73","15.11%","2018-4-3"
"凱基-三重","2","26","24","4.97%","2018-4-3"
"新光-新竹","0","20","20","4.14%","2018-4-3"
"台新","0","20","20","4.14%","2018-4-3"
"康和","0","12","12","2.48%","2018-4-3"
"新光-台中","0","11","11","2.28%","2018-4-3"
"富邦-大同","0","10","10","2.07%","2018-4-3"
"凱基-中港","0","10","10","2.07%","2018-4-3"
"統一","0","10","10","2.07%","2018-4-3"
"元富-埔里","0","10","10","2.07%","2018-4-3"
"玉山-士林","0","10","10","2.07%","2018-4-3"
"國泰-桃園","0","10","10","2.07%","2018-4-3"
"永豐金-羅東","0","8","8","1.66%","2018-4-3"
"土銀-和平","0","8","8","1.66%","2018-4-3"
"凱基-苗栗","0","8","8","1.66%","2018-4-3"
"美林","0","73","73","15.11%","2018-4-9"
"永豐金-南京","2","26","24","4.97%","2018-4-9"
"港商德意志","0","20","20","4.14%","2018-4-9"
"華南永昌-南京","0","20","20","4.14%","2018-4-9"
"瑞士信貸","0","12","12","2.48%","2018-4-9"
"港商野村","0","11","11","2.28%","2018-4-9"
"元大-新和平","0","10","10","2.07%","2018-4-9"
"兆豐-忠孝","0","10","10","2.07%","2018-4-9"
"永豐金-中正","0","10","10","2.07%","2018-4-9"
"宏遠-新化","0","10","10","2.07%","2018-4-9"
"群益金鼎-南三重","0","10","10","2.07%","2018-4-9"
"康和-板橋","0","10","10","2.07%","2018-4-9"
"台新","0","8","8","1.66%","2018-4-9"
"日盛-士林","0","8","8","1.66%","2018-4-9"
"兆豐-復興","0","8","8","1.66%","2018-4-9"
"瑞士信貸","0","73","73","15.11%","2018-4-10"
"元大-敦化","2","26","24","4.97%","2018-4-10"
"國泰","0","20","20","4.14%","2018-4-10"
"日盛-士林","0","20","20","4.14%","2018-4-10"
"群益金鼎-大安","0","12","12","2.48%","2018-4-10"
"元大-東蘆","0","11","11","2.28%","2018-4-10"
"日盛-復興","0","10","10","2.07%","2018-4-10"
"凱基-台北","0","10","10","2.07%","2018-4-10"
"元大-竹科","0","10","10","2.07%","2018-4-10"
"第一金-忠孝","0","10","10","2.07%","2018-4-10"
"統一-城中","0","10","10","2.07%","2018-4-10"
"(牛牛牛)亞證券","0","10","10","2.07%","2018-4-10"
"美商高盛","0","8","8","1.66%","2018-4-10"
"花旗環球","0","8","8","1.66%","2018-4-10"
"元富-緯城","0","8","8","1.66%","2018-4-10"
"新光-高雄","0","73","73","15.11%","2018-4-11"
"華南永昌-斗六","2","26","24","4.97%","2018-4-11"
"臺銀-民權","0","20","20","4.14%","2018-4-11"
"康和-南崁","0","20","20","4.14%","2018-4-11"
"凱基-台東","0","12","12","2.48%","2018-4-11"
"凱基-城中","0","11","11","2.28%","2018-4-11"
"永豐金-忠孝","0","10","10","2.07%","2018-4-11"
"元大-淡水","0","10","10","2.07%","2018-4-11"
"第一金-灣內(停)","0","10","10","2.07%","2018-4-11"
"凱基-科園","0","10","10","2.07%","2018-4-11"
"兆豐-桃鶯","0","10","10","2.07%","2018-4-11"
"玉山-新莊","0","10","10","2.07%","2018-4-11"
"美林","0","8","8","1.66%","2018-4-11"
"凱基-三重","0","8","8","1.66%","2018-4-11"
"凱基-埔墘","0","8","8","1.66%","2018-4-11"
"華南永昌-中正","0","73","73","15.11%","2018-4-12"
"台新-屏東","2","26","24","4.97%","2018-4-12"
"元大-中和","0","20","20","4.14%","2018-4-12"
"富邦-中壢","0","20","20","4.14%","2018-4-12"
"元大-土城永寧","0","12","12","2.48%","2018-4-12"
"永豐金-三民","0","11","11","2.28%","2018-4-12"
"瑞士信貸","0","10","10","2.07%","2018-4-12"
"凱基-板橋","0","10","10","2.07%","2018-4-12"
"元大-東蘆","0","10","10","2.07%","2018-4-12"
"臺銀-金山","0","10","10","2.07%","2018-4-12"
"美商高盛","0","10","10","2.07%","2018-4-12"
"元富-敦南","0","10","10","2.07%","2018-4-12"
"新光","0","8","8","1.66%","2018-4-12"
"凱基-內湖","0","8","8","1.66%","2018-4-12"
"凱基-大里","0","8","8","1.66%","2018-4-12"
"永豐金","0","73","73","15.11%","2018-4-13"
"群益金鼎","2","26","24","4.97%","2018-4-13"
"新光","0","20","20","4.14%","2018-4-13"
"大昌","0","20","20","4.14%","2018-4-13"
"國泰-館前","0","12","12","2.48%","2018-4-13"
"群益金鼎-新店","0","11","11","2.28%","2018-4-13"
"華南永昌-高雄","0","10","10","2.07%","2018-4-13"
"元大-復北","0","10","10","2.07%","2018-4-13"
"日盛-木柵","0","10","10","2.07%","2018-4-13"
"玉山-新莊","0","10","10","2.07%","2018-4-13"
"凱基-北門","0","10","10","2.07%","2018-4-13"
"統一-南京","0","10","10","2.07%","2018-4-13"
"日盛-士林","0","8","8","1.66%","2018-4-13"
"日盛-新莊","0","8","8","1.66%","2018-4-13"
"元大-左營","0","8","8","1.66%","2018-4-13"
"美林","0","73","73","15.11%","2018-4-16"
"群益金鼎-大安","2","26","24","4.97%","2018-4-16"
"台灣摩根士丹利","0","20","20","4.14%","2018-4-16"
"瑞士信貸","0","20","20","4.14%","2018-4-16"
"第一金","0","12","12","2.48%","2018-4-16"
"統一-南京","0","11","11","2.28%","2018-4-16"
"凱基-三重","0","10","10","2.07%","2018-4-16"
"凱基-台北","0","10","10","2.07%","2018-4-16"
"台新-台南","0","10","10","2.07%","2018-4-16"
"富邦-民生","0","10","10","2.07%","2018-4-16"
"永豐金-博愛","0","10","10","2.07%","2018-4-16"
"花旗環球","0","10","10","2.07%","2018-4-16"
"永豐金-內湖","0","8","8","1.66%","2018-4-16"
"凱基-竹科","0","8","8","1.66%","2018-4-16"
"高橋-內壢","0","8","8","1.66%","2018-4-16"
"凱基","0","73","73","15.11%","2018-4-17"
"永豐金-大園","2","26","24","4.97%","2018-4-17"
"元大-花蓮","0","20","20","4.14%","2018-4-17"
"統一","0","20","20","4.14%","2018-4-17"
"群益金鼎-新竹","0","12","12","2.48%","2018-4-17"
"凱基-竹東","0","11","11","2.28%","2018-4-17"
"台中銀-復興","0","10","10","2.07%","2018-4-17"
"元富-埔里","0","10","10","2.07%","2018-4-17"
"富邦-台北","0","10","10","2.07%","2018-4-17"
"富邦-建國","0","10","10","2.07%","2018-4-17"
"高橋","0","10","10","2.07%","2018-4-17"
"元大-北港","0","10","10","2.07%","2018-4-17"
"元大-南屯","0","8","8","1.66%","2018-4-17"
"日盛-高雄","0","8","8","1.66%","2018-4-17"
"凱基-竹科","0","8","8","1.66%","2018-4-17"
"彰銀","0","73","73","15.11%","2018-4-18"
"美林","2","26","24","4.97%","2018-4-18"
"美商高盛","0","20","20","4.14%","2018-4-18"
"群益金鼎-三民","0","20","20","4.14%","2018-4-18"
"永全-南崁","0","12","12","2.48%","2018-4-18"
"華南永昌-南京","0","11","11","2.28%","2018-4-18"
"元大","0","10","10","2.07%","2018-4-18"
"花旗環球","0","10","10","2.07%","2018-4-18"
"臺銀-臺中","0","10","10","2.07%","2018-4-18"
"群益金鼎-士林","0","10","10","2.07%","2018-4-18"
"元富","0","10","10","2.07%","2018-4-18"
"兆豐-東門","0","10","10","2.07%","2018-4-18"
"日盛-斗六","0","8","8","1.66%","2018-4-18"
"康和-永和","0","8","8","1.66%","2018-4-18"
"凱基-內湖","0","8","8","1.66%","2018-4-18"
"日盛-斗六","0","73","73","15.11%","2018-4-19"
"美商高盛","2","26","24","4.97%","2018-4-19"
"美林","0","20","20","4.14%","2018-4-19"
"元大-東蘆","0","20","20","4.14%","2018-4-19"
"元大-北員林","0","12","12","2.48%","2018-4-19"
"元大-草屯","0","11","11","2.28%","2018-4-19"
"彰銀","0","10","10","2.07%","2018-4-19"
"康和-板橋","0","10","10","2.07%","2018-4-19"
"元大-高雄","0","10","10","2.07%","2018-4-19"
"永豐金-博愛","0","10","10","2.07%","2018-4-19"
"新光","0","10","10","2.07%","2018-4-19"
"凱基-頭份","0","10","10","2.07%","2018-4-19"
"富邦-新店","0","8","8","1.66%","2018-4-19"
"元大-永和","0","8","8","1.66%","2018-4-19"
"元大-北屯","0","8","8","1.66%","2018-4-19"
"港商德意志","0","73","73","15.11%","2018-4-20"
"美商高盛","2","26","24","4.97%","2018-4-20"
"元大-淡水","0","20","20","4.14%","2018-4-20"
"元大-新和平","0","20","20","4.14%","2018-4-20"
"元大-大同","0","12","12","2.48%","2018-4-20"
"日盛-頭份","0","11","11","2.28%","2018-4-20"
"玉山-士林","0","10","10","2.07%","2018-4-20"
"群益金鼎-南京","0","10","10","2.07%","2018-4-20"
"新加坡商瑞銀","0","10","10","2.07%","2018-4-20"
"大展","0","10","10","2.07%","2018-4-20"
"群益金鼎-大安","0","10","10","2.07%","2018-4-20"
"凱基-中壢","0","10","10","2.07%","2018-4-20"
"永豐金-博愛","0","8","8","1.66%","2018-4-20"
"凱基-站前","0","8","8","1.66%","2018-4-20"
"臺銀-民權","0","8","8","1.66%","2018-4-20"
"瑞士信貸","0","73","73","15.11%","2018-4-23"
"美商高盛","2","26","24","4.97%","2018-4-23"
"元富-城中","0","20","20","4.14%","2018-4-23"
"永豐金-古亭","0","20","20","4.14%","2018-4-23"
"美林","0","12","12","2.48%","2018-4-23"
"港商德意志","0","11","11","2.28%","2018-4-23"
"元大-斗六","0","10","10","2.07%","2018-4-23"
"元大-南京","0","10","10","2.07%","2018-4-23"
"日盛-新竹","0","10","10","2.07%","2018-4-23"
"康和-板橋","0","10","10","2.07%","2018-4-23"
"日盛-士林","0","10","10","2.07%","2018-4-23"
"元富-三重","0","10","10","2.07%","2018-4-23"
"富邦-民生","0","8","8","1.66%","2018-4-23"
"元大-天母","0","8","8","1.66%","2018-4-23"
"群益金鼎-土城","0","8","8","1.66%","2018-4-23"
"富邦-台南","0","73","73","15.11%","2018-4-24"
"日盛-台南","2","26","24","4.97%","2018-4-24"
"凱基-台北","0","20","20","4.14%","2018-4-24"
"日盛-復興","0","20","20","4.14%","2018-4-24"
"大展","0","12","12","2.48%","2018-4-24"
"日盛-斗六","0","11","11","2.28%","2018-4-24"
"凱基-延平","0","10","10","2.07%","2018-4-24"
"群益金鼎","0","10","10","2.07%","2018-4-24"
"永豐金","0","10","10","2.07%","2018-4-24"
"元大-南京","0","10","10","2.07%","2018-4-24"
"康和-高雄","0","10","10","2.07%","2018-4-24"
"元大-新和平","0","10","10","2.07%","2018-4-24"
"永豐金-內湖","0","8","8","1.66%","2018-4-24"
"統一","0","8","8","1.66%","2018-4-24"
"元富-埔里","0","8","8","1.66%","2018-4-24"
"日盛-台南","0","73","73","15.11%","2018-4-25"
"凱基-台北","2","26","24","4.97%","2018-4-25"
"國票-九鼎","0","20","20","4.14%","2018-4-25"
"新光","0","20","20","4.14%","2018-4-25"
"富邦-台南","0","12","12","2.48%","2018-4-25"
"中國信託-三重","0","11","11","2.28%","2018-4-25"
"凱基-內湖","0","10","10","2.07%","2018-4-25"
"元大-板橋","0","10","10","2.07%","2018-4-25"
"永豐金-內湖","0","10","10","2.07%","2018-4-25"
"凱基-站前","0","10","10","2.07%","2018-4-25"
"大昌-新竹","0","10","10","2.07%","2018-4-25"
"群益金鼎-新莊","0","10","10","2.07%","2018-4-25"
"富邦-板橋","0","8","8","1.66%","2018-4-25"
"高橋","0","8","8","1.66%","2018-4-25"
"第一金-彰化","0","8","8","1.66%","2018-4-25"
"華南永昌-潮州","0","73","73","15.11%","2018-4-26"
"日盛-台南","2","26","24","4.97%","2018-4-26"
"港商德意志","0","20","20","4.14%","2018-4-26"
"美商高盛","0","20","20","4.14%","2018-4-26"
"富邦-台南","0","12","12","2.48%","2018-4-26"
"第一金-中壢","0","11","11","2.28%","2018-4-26"
"元富-城中","0","10","10","2.07%","2018-4-26"
"統一","0","10","10","2.07%","2018-4-26"
"日盛-板橋","0","10","10","2.07%","2018-4-26"
"元大-福營","0","10","10","2.07%","2018-4-26"
"元大-龍潭","0","10","10","2.07%","2018-4-26"
"富邦-八德(停)","0","10","10","2.07%","2018-4-26"
"新光","0","8","8","1.66%","2018-4-26"
"統一-士林","0","8","8","1.66%","2018-4-26"
"日盛-園區","0","8","8","1.66%","2018-4-26"
"日盛-台南","0","73","73","15.11%","2018-4-27"
"台新","2","26","24","4.97%","2018-4-27"
"統一-南京","0","20","20","4.14%","2018-4-27"
"致和-佳里","0","20","20","4.14%","2018-4-27"
"富邦-民生","0","12","12","2.48%","2018-4-27"
"元富-城中","0","11","11","2.28%","2018-4-27"
