"券商","買進","賣出","買賣超","佔成交比重","日期"
"富邦-仁愛","0","12","12","2.48%","2018-2-22"
"中國信託-三重","13","0","13","2.69%","2018-2-22"
"元富-成功","0","11","11","2.28%","2018-2-22"
"國票-北投","16","5","11","2.28%","2018-2-22"
"元大-彰化民生","0","10","10","2.07%","2018-2-22"
"元富-新店","10","0","10","2.07%","2018-2-22"
"統一-仁愛","0","10","10","2.07%","2018-2-22"
"新光","10","0","10","2.07%","2018-2-22"
"大昌","0","10","10","2.07%","2018-2-22"
"元大-南京","10","0","10","2.07%","2018-2-22"
"瑞士信貸","0","10","10","2.07%","2018-2-22"
"第一金-高雄","10","0","10","2.07%","2018-2-22"
"第一金-台中","0","10","10","2.07%","2018-2-22"
"元大","9","0","9","1.86%","2018-2-22"
"國票-中和","0","10","10","2.07%","2018-2-22"
"元富-四維","10","1","9","1.86%","2018-2-22"
"臺灣企銀-台北","0","8","8","1.66%","2018-2-22"
"兆豐-台中","8","0","8","1.66%","2018-2-22"
"新光-台南","0","8","8","1.66%","2018-2-22"
"康和-板橋","8","1","7","1.45%","2018-2-22"
"大鼎","0","8","8","1.66%","2018-2-22"
"玉山-板橋","48","7","41","8.49%","2018-2-23"
"日盛","0","73","73","15.11%","2018-2-23"
"富邦-大同","29","0","29","6%","2018-2-23"
"瑞士信貸","2","26","24","4.97%","2018-2-23"
"臺銀-金山","27","0","27","5.59%","2018-2-23"
"華南永昌-南京","0","20","20","4.14%","2018-2-23"
"元富-三重","23","0","23","4.76%","2018-2-23"
"元富-新店","0","20","20","4.14%","2018-2-23"
"永豐金-中正","15","0","15","3.11%","2018-2-23"
"第一金-忠孝","0","12","12","2.48%","2018-2-23"
"凱基-中港","13","0","13","2.69%","2018-2-23"
"國泰-台南","0","11","11","2.28%","2018-2-23"
"元大-竹科","16","5","11","2.28%","2018-2-23"
"台新-復興","0","10","10","2.07%","2018-2-23"
"德信-中正","10","0","10","2.07%","2018-2-23"
"兆豐-台中港","0","10","10","2.07%","2018-2-23"
"新光","10","0","10","2.07%","2018-2-23"
"第一金-豐原","0","10","10","2.07%","2018-2-23"
"日盛-復興","10","0","10","2.07%","2018-2-23"
"第一金-高雄","0","10","10","2.07%","2018-2-23"
"宏遠-高雄","10","0","10","2.07%","2018-2-23"
"永豐金-敦南","0","10","10","2.07%","2018-2-23"
"兆豐-大同","9","0","9","1.86%","2018-2-23"
"凱基-竹科","0","10","10","2.07%","2018-2-23"
"凱基-內湖","10","1","9","1.86%","2018-2-23"
"美林","0","8","8","1.66%","2018-2-23"
"元大-木柵","8","0","8","1.66%","2018-2-23"
"高橋-龍潭","0","8","8","1.66%","2018-2-23"
"群益金鼎-三民","8","1","7","1.45%","2018-2-23"
"富邦-經紀","0","8","8","1.66%","2018-2-23"
"元大-開元","48","7","41","8.49%","2018-2-26"
"永豐金-桃園","0","73","73","15.11%","2018-2-26"
"第一金-彰化","29","0","29","6%","2018-2-26"
"臺銀","2","26","24","4.97%","2018-2-26"
"中國信託-忠孝","27","0","27","5.59%","2018-2-26"
"中國信託-三重","0","20","20","4.14%","2018-2-26"
"中國信託","23","0","23","4.76%","2018-2-26"
"新光","0","20","20","4.14%","2018-2-26"
"永豐金-南京","15","0","15","3.11%","2018-2-26"
"新光-台中","0","12","12","2.48%","2018-2-26"
"富邦-台中","13","0","13","2.69%","2018-2-26"
"兆豐-竹北","0","11","11","2.28%","2018-2-26"
"富邦-竹東","16","5","11","2.28%","2018-2-26"
"新光-新竹","0","10","10","2.07%","2018-2-26"
"元大-基隆孝二","10","0","10","2.07%","2018-2-26"
"元大-左營","0","10","10","2.07%","2018-2-26"
"元大-經紀部","10","0","10","2.07%","2018-2-26"
"第一金-路竹","0","10","10","2.07%","2018-2-26"
"日盛","10","0","10","2.07%","2018-2-26"
"凱基-內湖","0","10","10","2.07%","2018-2-26"
"永豐金-板新","10","0","10","2.07%","2018-2-26"
"富邦-經紀","0","10","10","2.07%","2018-2-26"
"國票-長城","9","0","9","1.86%","2018-2-26"
"元大-竹科","0","10","10","2.07%","2018-2-26"
"國泰-板橋","10","1","9","1.86%","2018-2-26"
"元大-高雄","0","8","8","1.66%","2018-2-26"
"大慶-富順","8","0","8","1.66%","2018-2-26"
"康和-南崁","0","8","8","1.66%","2018-2-26"
"華南永昌-苑裡","8","1","7","1.45%","2018-2-26"
"國泰-台南","0","8","8","1.66%","2018-2-26"
"中國信託-三重","48","7","41","8.49%","2018-2-27"
"富邦-嘉義","0","73","73","15.11%","2018-2-27"
"日盛-內湖","29","0","29","6%","2018-2-27"
"金港","2","26","24","4.97%","2018-2-27"
"瑞士信貸","27","0","27","5.59%","2018-2-27"
"兆豐-大同","0","20","20","4.14%","2018-2-27"
"玉山-新莊","23","0","23","4.76%","2018-2-27"
"富邦-溪湖(停)","0","20","20","4.14%","2018-2-27"
"統一-平鎮","15","0","15","3.11%","2018-2-27"
"元大-雙和","0","12","12","2.48%","2018-2-27"
"元大-大天母","13","0","13","2.69%","2018-2-27"
"富邦-台北","0","11","11","2.28%","2018-2-27"
"永豐金-中正","16","5","11","2.28%","2018-2-27"
"凱基-高美館","0","10","10","2.07%","2018-2-27"
"高橋-龍潭","10","0","10","2.07%","2018-2-27"
"國泰-台中","0","10","10","2.07%","2018-2-27"
"兆豐-北高雄","10","0","10","2.07%","2018-2-27"
"臺銀","0","10","10","2.07%","2018-2-27"
"元大-東港","10","0","10","2.07%","2018-2-27"
"富邦-台中","0","10","10","2.07%","2018-2-27"
"第一金-光復","10","0","10","2.07%","2018-2-27"
"日盛-忠孝","0","10","10","2.07%","2018-2-27"
"鑫豐","9","0","9","1.86%","2018-2-27"
"大昌-樹林","0","10","10","2.07%","2018-2-27"
"台灣摩根士丹利","10","1","9","1.86%","2018-2-27"
"國泰-板橋","0","8","8","1.66%","2018-2-27"
"第一金-台中","8","0","8","1.66%","2018-2-27"
"華南永昌-台中","0","8","8","1.66%","2018-2-27"
"新光-台中","8","1","7","1.45%","2018-2-27"
"元大-鶯歌","0","8","8","1.66%","2018-2-27"
"瑞士信貸","48","7","41","8.49%","2018-3-1"
"元大-西門","0","73","73","15.11%","2018-3-1"
"富邦-大同","29","0","29","6%","2018-3-1"
"中國信託-三重","2","26","24","4.97%","2018-3-1"
"富邦-嘉義","27","0","27","5.59%","2018-3-1"
"元大-經紀部","0","20","20","4.14%","2018-3-1"
"中國信託-忠孝","23","0","23","4.76%","2018-3-1"
"日盛","0","20","20","4.14%","2018-3-1"
"凱基-竹科","15","0","15","3.11%","2018-3-1"
"元大-台中中港","0","12","12","2.48%","2018-3-1"
"台灣企銀-竹北","13","0","13","2.69%","2018-3-1"
"元大-佳里","0","11","11","2.28%","2018-3-1"
"富邦-仁愛","16","5","11","2.28%","2018-3-1"
"統一-汐止","0","10","10","2.07%","2018-3-1"
"元大-左營","10","0","10","2.07%","2018-3-1"
"富邦-台北","0","10","10","2.07%","2018-3-1"
"新光-台中","10","0","10","2.07%","2018-3-1"
"凱基-員林","0","10","10","2.07%","2018-3-1"
"大慶-富順","10","0","10","2.07%","2018-3-1"
"玉山","0","10","10","2.07%","2018-3-1"
"統一","10","0","10","2.07%","2018-3-1"
"鑫豐","0","10","10","2.07%","2018-3-1"
"第一金-台中","9","0","9","1.86%","2018-3-1"
"宏遠-桃園","0","10","10","2.07%","2018-3-1"
"第一金-灣內(停)","10","1","9","1.86%","2018-3-1"
"永豐金-板新","0","8","8","1.66%","2018-3-1"
"兆豐-小港","8","0","8","1.66%","2018-3-1"
"日盛-忠孝","0","8","8","1.66%","2018-3-1"
"富邦-延吉","8","1","7","1.45%","2018-3-1"
"大昌-安康","0","8","8","1.66%","2018-3-1"
"兆豐-中壢","48","7","41","8.49%","2018-3-2"
"美林","0","73","73","15.11%","2018-3-2"
"大鼎","29","0","29","6%","2018-3-2"
"玉山-新莊","2","26","24","4.97%","2018-3-2"
"華南永昌-中正","27","0","27","5.59%","2018-3-2"
"日盛-花蓮","0","20","20","4.14%","2018-3-2"
"永豐金-潮州","23","0","23","4.76%","2018-3-2"
"日盛-新莊","0","20","20","4.14%","2018-3-2"
"大昌","15","0","15","3.11%","2018-3-2"
"第一金-彰化","0","12","12","2.48%","2018-3-2"
"中國信託-忠孝","13","0","13","2.69%","2018-3-2"
"富邦-台中","0","11","11","2.28%","2018-3-2"
"第一金-經紀部","16","5","11","2.28%","2018-3-2"
"第一金-豐原","0","10","10","2.07%","2018-3-2"
"元富-埔里","10","0","10","2.07%","2018-3-2"
"元大-經紀部","0","10","10","2.07%","2018-3-2"
"元大-汐止","10","0","10","2.07%","2018-3-2"
"中國信託","0","10","10","2.07%","2018-3-2"
"元大-中和","10","0","10","2.07%","2018-3-2"
"日盛","0","10","10","2.07%","2018-3-2"
"國泰-台中","10","0","10","2.07%","2018-3-2"
"德信-中正","0","10","10","2.07%","2018-3-2"
"富邦-中壢","9","0","9","1.86%","2018-3-2"
"群益金鼎-南三重","0","10","10","2.07%","2018-3-2"
"元大-大同","10","1","9","1.86%","2018-3-2"
"瑞士信貸","0","8","8","1.66%","2018-3-2"
"台中銀","8","0","8","1.66%","2018-3-2"
"富邦-建國","0","8","8","1.66%","2018-3-2"
"華南永昌-南京","8","1","7","1.45%","2018-3-2"
"兆豐-北高雄","0","8","8","1.66%","2018-3-2"
"永豐金-南京","48","7","41","8.49%","2018-3-5"
"富邦-建國","0","73","73","15.11%","2018-3-5"
"永豐金-忠孝","29","0","29","6%","2018-3-5"
"富邦-民生","2","26","24","4.97%","2018-3-5"
"群益金鼎-三民","27","0","27","5.59%","2018-3-5"
"美林","0","20","20","4.14%","2018-3-5"
"元大-斗六","23","0","23","4.76%","2018-3-5"
"元大-南京","0","20","20","4.14%","2018-3-5"
"華南永昌","15","0","15","3.11%","2018-3-5"
"中國信託","0","12","12","2.48%","2018-3-5"
"元大-台北","13","0","13","2.69%","2018-3-5"
"凱基-板橋","0","11","11","2.28%","2018-3-5"
"第一金-彰化","16","5","11","2.28%","2018-3-5"
"統一-南京","0","10","10","2.07%","2018-3-5"
"大慶-富順","10","0","10","2.07%","2018-3-5"
"兆豐-大同","0","10","10","2.07%","2018-3-5"
"凱基-士林","10","0","10","2.07%","2018-3-5"
"元大-鑫永和","0","10","10","2.07%","2018-3-5"
"合庫- 台中","10","0","10","2.07%","2018-3-5"
"華南永昌-潮州","0","10","10","2.07%","2018-3-5"
"臺銀-民權","10","0","10","2.07%","2018-3-5"
"國票-安和","0","10","10","2.07%","2018-3-5"
"華南永昌-南京","9","0","9","1.86%","2018-3-5"
"新光-台中","0","10","10","2.07%","2018-3-5"
"玉山-桃園","10","1","9","1.86%","2018-3-5"
"台中銀","0","8","8","1.66%","2018-3-5"
"日盛-八德","8","0","8","1.66%","2018-3-5"
"第一金-灣內(停)","0","8","8","1.66%","2018-3-5"
"元富-敦南","8","1","7","1.45%","2018-3-5"
"元富-三重","0","8","8","1.66%","2018-3-5"
"華南永昌-南京","48","7","41","8.49%","2018-3-6"
"元富","0","73","73","15.11%","2018-3-6"
"永豐金-南京","29","0","29","6%","2018-3-6"
"兆豐-中壢","2","26","24","4.97%","2018-3-6"
"元富-四維","27","0","27","5.59%","2018-3-6"
"凱基-高美館","0","20","20","4.14%","2018-3-6"
"日盛-忠孝","23","0","23","4.76%","2018-3-6"
"美林","0","20","20","4.14%","2018-3-6"
"富邦-仁愛","15","0","15","3.11%","2018-3-6"
"日盛-中壢","0","12","12","2.48%","2018-3-6"
"瑞士信貸","13","0","13","2.69%","2018-3-6"
"元大-東港","0","11","11","2.28%","2018-3-6"
"華南永昌","16","5","11","2.28%","2018-3-6"
"兆豐-北高雄","0","10","10","2.07%","2018-3-6"
"元大-土城學府","10","0","10","2.07%","2018-3-6"
"永豐金-豐原","0","10","10","2.07%","2018-3-6"
"富邦-大同","10","0","10","2.07%","2018-3-6"
"華南永昌-中正","0","10","10","2.07%","2018-3-6"
"日盛","10","0","10","2.07%","2018-3-6"
"永豐金-忠孝","0","10","10","2.07%","2018-3-6"
"元大-新和平","10","0","10","2.07%","2018-3-6"
"凱基-羅東","0","10","10","2.07%","2018-3-6"
"第一金-豐原","9","0","9","1.86%","2018-3-6"
"大昌-新店","0","10","10","2.07%","2018-3-6"
"元富-三重","10","1","9","1.86%","2018-3-6"
"兆豐-南門","0","8","8","1.66%","2018-3-6"
"第一金-經紀部","8","0","8","1.66%","2018-3-6"
"永豐金-苓雅","0","8","8","1.66%","2018-3-6"
"日盛-復興","8","1","7","1.45%","2018-3-6"
"台中銀-中壢","0","8","8","1.66%","2018-3-6"
"凱基-高美館","48","7","41","8.49%","2018-3-7"
"國泰","0","73","73","15.11%","2018-3-7"
"華南永昌-台中","29","0","29","6%","2018-3-7"
"香港上海匯豐","2","26","24","4.97%","2018-3-7"
"鑫豐","27","0","27","5.59%","2018-3-7"
"凱基-台北","0","20","20","4.14%","2018-3-7"
"大昌-樹林","23","0","23","4.76%","2018-3-7"
"瑞士信貸","0","20","20","4.14%","2018-3-7"
"永豐金-內湖","15","0","15","3.11%","2018-3-7"
"國泰-高雄","0","12","12","2.48%","2018-3-7"
"第一金-彰化","13","0","13","2.69%","2018-3-7"
"美林","0","11","11","2.28%","2018-3-7"
"永豐金-古亭","16","5","11","2.28%","2018-3-7"
"凱基-竹科","0","10","10","2.07%","2018-3-7"
"兆豐-忠孝","10","0","10","2.07%","2018-3-7"
"永豐金-忠孝","0","10","10","2.07%","2018-3-7"
"華南永昌-南京","10","0","10","2.07%","2018-3-7"
"台灣企銀-竹北","0","10","10","2.07%","2018-3-7"
"安泰","10","0","10","2.07%","2018-3-7"
"元大-板橋","0","10","10","2.07%","2018-3-7"
"新光-高雄","10","0","10","2.07%","2018-3-7"
"元大-雙和","0","10","10","2.07%","2018-3-7"
"日盛-內湖","9","0","9","1.86%","2018-3-7"
"華南永昌-岡山","0","10","10","2.07%","2018-3-7"
"元大-新和平","10","1","9","1.86%","2018-3-7"
"富邦-仁愛","0","8","8","1.66%","2018-3-7"
"新光-新竹","8","0","8","1.66%","2018-3-7"
"元富-緯城","0","8","8","1.66%","2018-3-7"
"凱基-中港","8","1","7","1.45%","2018-3-7"
"群益金鼎-延平","0","8","8","1.66%","2018-3-7"
"兆豐-中壢","48","7","41","8.49%","2018-3-8"
"日盛","0","73","73","15.11%","2018-3-8"
"永豐金-松山","29","0","29","6%","2018-3-8"
"元富-敦南","2","26","24","4.97%","2018-3-8"
"兆豐-大同","27","0","27","5.59%","2018-3-8"
"致和-東門","0","20","20","4.14%","2018-3-8"
"華南永昌-南京","23","0","23","4.76%","2018-3-8"
"美林","0","20","20","4.14%","2018-3-8"
"永豐金-南京","15","0","15","3.11%","2018-3-8"
"第一金-豐原","0","12","12","2.48%","2018-3-8"
"日盛-內湖","13","0","13","2.69%","2018-3-8"
"國泰-板橋","0","11","11","2.28%","2018-3-8"
"永豐金-桃盛","16","5","11","2.28%","2018-3-8"
"台灣企銀-三民","0","10","10","2.07%","2018-3-8"
"宏遠","10","0","10","2.07%","2018-3-8"
"瑞士信貸","0","10","10","2.07%","2018-3-8"
"國泰","10","0","10","2.07%","2018-3-8"
"台新","0","10","10","2.07%","2018-3-8"
"兆豐-員林","10","0","10","2.07%","2018-3-8"
"玉山-士林","0","10","10","2.07%","2018-3-8"
"福勝","10","0","10","2.07%","2018-3-8"
"元大-經紀部","0","10","10","2.07%","2018-3-8"
"凱基-板橋","9","0","9","1.86%","2018-3-8"
"亞東-台中","0","10","10","2.07%","2018-3-8"
"永豐金-忠孝","10","1","9","1.86%","2018-3-8"
"凱基-內湖","0","8","8","1.66%","2018-3-8"
"元富-三重","8","0","8","1.66%","2018-3-8"
"元富-潮州","0","8","8","1.66%","2018-3-8"
"日盛-二林","8","1","7","1.45%","2018-3-8"
"鑫豐","0","8","8","1.66%","2018-3-8"
"兆豐-中壢","48","7","41","8.49%","2018-3-9"
"華南永昌-南京","0","73","73","15.11%","2018-3-9"
"玉山-新莊","29","0","29","6%","2018-3-9"
"元大-經紀部","2","26","24","4.97%","2018-3-9"
"永豐金","27","0","27","5.59%","2018-3-9"
"國票-安和","0","20","20","4.14%","2018-3-9"
"統一-平鎮","23","0","23","4.76%","2018-3-9"
"致和-東門","0","20","20","4.14%","2018-3-9"
"台中銀","15","0","15","3.11%","2018-3-9"
"兆豐-忠孝","0","12","12","2.48%","2018-3-9"
"日盛-板橋","13","0","13","2.69%","2018-3-9"
"國泰","0","11","11","2.28%","2018-3-9"
"兆豐-大同","16","5","11","2.28%","2018-3-9"
"元富-緯城","0","10","10","2.07%","2018-3-9"
"統一-彰化","10","0","10","2.07%","2018-3-9"
"鑫豐","0","10","10","2.07%","2018-3-9"
"國票-九鼎","10","0","10","2.07%","2018-3-9"
"永豐金-南京","0","10","10","2.07%","2018-3-9"
"華南永昌-台中","10","0","10","2.07%","2018-3-9"
"玉山-士林","0","10","10","2.07%","2018-3-9"
"永豐金-中正","10","0","10","2.07%","2018-3-9"
"元大-南京","0","10","10","2.07%","2018-3-9"
"日盛-雙和","9","0","9","1.86%","2018-3-9"
"群益金鼎-高盛","0","10","10","2.07%","2018-3-9"
"元富-板橋","10","1","9","1.86%","2018-3-9"
"凱基-士林","0","8","8","1.66%","2018-3-9"
"永全-南崁","8","0","8","1.66%","2018-3-9"
"富邦-敦南","0","8","8","1.66%","2018-3-9"
"永興-水湳","8","1","7","1.45%","2018-3-9"
"日盛-忠孝","0","8","8","1.66%","2018-3-9"
"元大-南屯","48","7","41","8.49%","2018-3-12"
"國票-安和","0","73","73","15.11%","2018-3-12"
"新光","29","0","29","6%","2018-3-12"
"華南永昌-南京","2","26","24","4.97%","2018-3-12"
"永豐金-內湖","27","0","27","5.59%","2018-3-12"
"兆豐-中壢","0","20","20","4.14%","2018-3-12"
"元大-經紀部","23","0","23","4.76%","2018-3-12"
"港商德意志","0","20","20","4.14%","2018-3-12"
"元大-西門","15","0","15","3.11%","2018-3-12"
"第一金-彰化","0","12","12","2.48%","2018-3-12"
"日盛-大墩","13","0","13","2.69%","2018-3-12"
"富邦-大同","0","11","11","2.28%","2018-3-12"
"凱基-台北","16","5","11","2.28%","2018-3-12"
"永豐金-經紀部","0","10","10","2.07%","2018-3-12"
"富邦-敦南","10","0","10","2.07%","2018-3-12"
"華南永昌","0","10","10","2.07%","2018-3-12"
"富邦-基隆","10","0","10","2.07%","2018-3-12"
"福邦","0","10","10","2.07%","2018-3-12"
"群益金鼎-中山","10","0","10","2.07%","2018-3-12"
"華南永昌-台中","0","10","10","2.07%","2018-3-12"
"元大-大雅","10","0","10","2.07%","2018-3-12"
"大昌-樹林","0","10","10","2.07%","2018-3-12"
"兆豐-忠孝","9","0","9","1.86%","2018-3-12"
"元大-開元","0","10","10","2.07%","2018-3-12"
"元大-南京","10","1","9","1.86%","2018-3-12"
"凱基-新豐","0","8","8","1.66%","2018-3-12"
"日盛-忠孝","8","0","8","1.66%","2018-3-12"
"元大-花蓮","0","8","8","1.66%","2018-3-12"
"玉山-台南","8","1","7","1.45%","2018-3-12"
"永豐金-松山","0","8","8","1.66%","2018-3-12"
"國票-九鼎","48","7","41","8.49%","2018-3-13"
"永豐金-南京","0","73","73","15.11%","2018-3-13"
"美商高盛","29","0","29","6%","2018-3-13"
"富邦-基隆","2","26","24","4.97%","2018-3-13"
"日盛-木柵","27","0","27","5.59%","2018-3-13"
"元大-花蓮","0","20","20","4.14%","2018-3-13"
"永豐金-中正","23","0","23","4.76%","2018-3-13"
"第一金-忠孝","0","20","20","4.14%","2018-3-13"
"台新-五權(停)","15","0","15","3.11%","2018-3-13"
"日盛-忠孝","0","12","12","2.48%","2018-3-13"
"永豐金-經紀部","13","0","13","2.69%","2018-3-13"
"富邦-敦南","0","11","11","2.28%","2018-3-13"
"群益金鼎-延平","16","5","11","2.28%","2018-3-13"
"元大-木柵","0","10","10","2.07%","2018-3-13"
"統一-平鎮","10","0","10","2.07%","2018-3-13"
"元大-新和平","0","10","10","2.07%","2018-3-13"
"玉山-高雄","10","0","10","2.07%","2018-3-13"
"永豐金-潮州","0","10","10","2.07%","2018-3-13"
"永豐金-復興","10","0","10","2.07%","2018-3-13"
"元大-信義","0","10","10","2.07%","2018-3-13"
"第一金-桃園","10","0","10","2.07%","2018-3-13"
"玉山-板橋","0","10","10","2.07%","2018-3-13"
"元大-樹林","9","0","9","1.86%","2018-3-13"
"永豐金-三重","0","10","10","2.07%","2018-3-13"
"富邦-新竹華信","10","1","9","1.86%","2018-3-13"
"元富-城中","0","8","8","1.66%","2018-3-13"
"玉山-桃園","8","0","8","1.66%","2018-3-13"
"元富-三重","0","8","8","1.66%","2018-3-13"
"華南永昌-長虹","8","1","7","1.45%","2018-3-13"
"(牛牛牛)亞-網路","0","8","8","1.66%","2018-3-13"
"元大-花蓮","48","7","41","8.49%","2018-3-14"
"國泰-忠孝","0","73","73","15.11%","2018-3-14"
"永豐金-南京","29","0","29","6%","2018-3-14"
"永豐金","2","26","24","4.97%","2018-3-14"
"華南永昌-南京","27","0","27","5.59%","2018-3-14"
"富邦-敦南","0","20","20","4.14%","2018-3-14"
"統一","23","0","23","4.76%","2018-3-14"
"中國信託-忠孝","0","20","20","4.14%","2018-3-14"
"臺銀","15","0","15","3.11%","2018-3-14"
"元大-台北","0","12","12","2.48%","2018-3-14"
"群益金鼎-中壢","13","0","13","2.69%","2018-3-14"
"第一金-中壢","0","11","11","2.28%","2018-3-14"
"凱基-竹科","16","5","11","2.28%","2018-3-14"
"兆豐-高雄","0","10","10","2.07%","2018-3-14"
"兆豐-中壢","10","0","10","2.07%","2018-3-14"
"凱基-竹北","0","10","10","2.07%","2018-3-14"
"國票-和平","10","0","10","2.07%","2018-3-14"
